|NSC|NAME|CTCAE_VERSION|CTCAE_CATEGORY|TOXICITY|AE_TERM|SELECT_AE|OTHER_TOXICITY|IMT_CODE|CTEP_PREFERRED_TERM|SHORT_NAME|SUB_CATEGORY|EXPECTED_TOXICITY_FLAG|
|704865|Bevacizumab (rhuMAb VEGF)|4|Infections and infestations|Splenic infection|Splenic infection|||10062112|Splenic infection|Splenic infection||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Infections and infestations|Stoma site infection|Stoma site infection|||10064505|Stoma site infection|Stoma site infection||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Infections and infestations|Tooth infection|Tooth infection|||10048762|Tooth infection|Tooth infection||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Infections and infestations|Tracheitis|Tracheitis|||10044302|Tracheitis|Tracheitis||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Infections and infestations|Upper respiratory infection|Upper respiratory infection|||10046300|Upper respiratory infection|Upper respiratory infection||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Infections and infestations|Urethral infection|Urethral infection|||10052298|Urethral infection|Urethral infection||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Infections and infestations|Urinary tract infection|Urinary tract infection|||10046571|Urinary tract infection|Urinary tract infection||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Infections and infestations|Uterine infection|Uterine infection|||10062233|Uterine infection|Uterine infection||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Infections and infestations|Vaginal infection|Vaginal infection|||10046914|Vaginal infection|Vaginal infection||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Infections and infestations|Vulval infection|Vulval infection|||10065772|Vulval infection|Vulval infection||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Infections and infestations|Wound infection|Wound infection|||10048038|Wound infection|Wound infection||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|"Injury, poisoning and procedural complications"|Wound dehiscence|Wound dehiscence|||10048031|Wound dehiscence|Wound dehiscence||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Investigations|Alanine aminotransferase increased|Alanine aminotransferase increased|||10001551|Alanine aminotransferase increased|Alanine aminotransferase increased||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Investigations|Alkaline phosphatase increased|Alkaline phosphatase increased|||10001675|Alkaline phosphatase increased|Alkaline phosphatase increased||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Investigations|Aspartate aminotransferase increased|Aspartate aminotransferase increased|||10003481|Aspartate aminotransferase increased|Aspartate aminotransferase increased||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Investigations|Blood bilirubin increased|Blood bilirubin increased|||10005364|Blood bilirubin increased|Blood bilirubin increased||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Investigations|Neutrophil count decreased|Neutrophil count decreased|||10029366|Neutrophil count decreased|Neutrophil count decreased||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Investigations|Weight loss|Weight loss|||10047900|Weight loss|Weight loss||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Investigations|White blood cell decreased|White blood cell decreased|||10049182|White blood cell decreased|White blood cell decreased||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Metabolism and nutrition disorders|Anorexia|Anorexia|||10002646|Anorexia|Anorexia||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Musculoskeletal and connective tissue disorders|Arthralgia|Arthralgia|||10003239|Arthralgia|Arthralgia||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Nervous system disorders|Dizziness|Dizziness|||10013573|Dizziness|Dizziness||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Nervous system disorders|Headache|Headache|||10019211|Headache|Headache||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Nervous system disorders|Intracranial hemorrhage|Intracranial hemorrhage|||10022763|Intracranial hemorrhage|Intracranial hemorrhage||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Nervous system disorders|Ischemia cerebrovascular|Ischemia cerebrovascular|||10023030|Ischemia cerebrovascular|Ischemia cerebrovascular||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Renal and urinary disorders|Hematuria|Hematuria|||10019450|Hematuria|Hematuria||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Renal and urinary disorders|Proteinuria|Proteinuria|||10037032|Proteinuria|Proteinuria||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Reproductive system and breast disorders|Vaginal hemorrhage|Vaginal hemorrhage|||10046912|Vaginal hemorrhage|Vaginal hemorrhage||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|"Respiratory, thoracic and mediastinal disorders"|Cough|Cough|||10011224|Cough|Cough||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|"Respiratory, thoracic and mediastinal disorders"|Dyspnea|Dyspnea|||10013963|Dyspnea|Dyspnea||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|"Respiratory, thoracic and mediastinal disorders"|Epistaxis|Epistaxis|||10015090|Epistaxis|Epistaxis||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|"Respiratory, thoracic and mediastinal disorders"|Hoarseness|Hoarseness|||10020201|Hoarseness|Hoarseness||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|"Respiratory, thoracic and mediastinal disorders"|"Respiratory, thoracic and mediastinal disorders - Other, specify"|"Respiratory, thoracic and mediastinal disorders - Other, specify"||rhinitis|10038738|"Respiratory, thoracic and mediastinal disorders - Other, specify"|"Respiratory, thoracic and mediastinal disorders - Other, specify"||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Skin and subcutaneous tissue disorders|Pruritus|Pruritus|||10037087|Pruritus|Pruritus||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Skin and subcutaneous tissue disorders|"Skin and subcutaneous tissue disorders - Other, specify"|"Skin and subcutaneous tissue disorders - Other, specify"||rash|10040785|"Skin and subcutaneous tissue disorders - Other, specify"|"Skin and subcutaneous tissue disorders - Other, specify"||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Skin and subcutaneous tissue disorders|Urticaria|Urticaria|||10046735|Urticaria|Urticaria||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Vascular disorders|Hypertension|Hypertension|||10020772|Hypertension|Hypertension||No|
|704865|Bevacizumab (rhuMAb VEGF)|4|Vascular disorders|Thromboembolic event|Thromboembolic event|||10043565|Thromboembolic event|Thromboembolic event||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|Gastrointestinal disorders|Abdominal pain|Abdominal pain||abdominal pain|10000081|Abdominal pain|Abdominal pain||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|Gastrointestinal disorders|Nausea|Nausea|||10028813|Nausea|Nausea||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|Gastrointestinal disorders|Vomiting|Vomiting|||10047700|Vomiting|Vomiting||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|General disorders and administration site conditions|Chills|Chills|||10008531|Chills|Chills||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|General disorders and administration site conditions|Edema limbs|Edema limbs|||10050068|Edema limbs|Edema limbs||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|General disorders and administration site conditions|Fatigue|Fatigue|||10016256|Fatigue|Fatigue||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|General disorders and administration site conditions|Fever|Fever|||10016558|Fever|Fever||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|General disorders and administration site conditions|Non-cardiac chest pain|Non-cardiac chest pain||chest/thorax pain|10062501|Non-cardiac chest pain|Non-cardiac chest pain||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|Immune system disorders|Allergic reaction|Allergic reaction|||10001718|Allergic reaction|Allergic reaction||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|Investigations|Alanine aminotransferase increased|Alanine aminotransferase increased|||10001551|Alanine aminotransferase increased|Alanine aminotransferase increased||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|Investigations|Aspartate aminotransferase increased|Aspartate aminotransferase increased|||10003481|Aspartate aminotransferase increased|Aspartate aminotransferase increased||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|Investigations|Weight gain|Weight gain|||10047896|Weight gain|Weight gain||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|Metabolism and nutrition disorders|Hypoalbuminemia|Hypoalbuminemia|||10020943|Hypoalbuminemia|Hypoalbuminemia||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|Musculoskeletal and connective tissue disorders|Arthralgia|Arthralgia||joint pain|10003239|Arthralgia|Arthralgia||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|Musculoskeletal and connective tissue disorders|Back pain|Back pain||back pain|10003988|Back pain|Back pain||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|Musculoskeletal and connective tissue disorders|Myalgia|Myalgia||muscle pain|10028411|Myalgia|Myalgia||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|Nervous system disorders|Headache|Headache|||10019211|Headache|Headache||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|Renal and urinary disorders|Proteinuria|Proteinuria|||10037032|Proteinuria|Proteinuria||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|"Respiratory, thoracic and mediastinal disorders"|Dyspnea|Dyspnea|||10013963|Dyspnea|Dyspnea||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|"Respiratory, thoracic and mediastinal disorders"|Pleuritic pain|Pleuritic pain||pleural pain|10035623|Pleuritic pain|Pleuritic pain||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|Skin and subcutaneous tissue disorders|Pruritus|Pruritus|||10037087|Pruritus|Pruritus||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|Skin and subcutaneous tissue disorders|Rash maculo-papular|Rash maculo-papular|||10037868|Rash maculo-papular|Rash maculo-papular||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|Skin and subcutaneous tissue disorders|Urticaria|Urticaria|||10046735|Urticaria|Urticaria||No|
|726388|CAT-5001 (SS1(dsFv) PE38)|4|Vascular disorders|Capillary leak syndrome|Capillary leak syndrome|||10007196|Capillary leak syndrome|Capillary leak syndrome||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Blood and lymphatic system disorders|Anemia|Anemia|||10002272|Anemia|Anemia||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Endocrine disorders|Hypothyroidism|Hypothyroidism|||10021114|Hypothyroidism|Hypothyroidism||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Gastrointestinal disorders|Constipation|Constipation|||10010774|Constipation|Constipation||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Gastrointestinal disorders|Diarrhea|Diarrhea|||10012727|Diarrhea|Diarrhea||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Gastrointestinal disorders|Nausea|Nausea|||10028813|Nausea|Nausea||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Gastrointestinal disorders|Vomiting|Vomiting|||10047700|Vomiting|Vomiting||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|General disorders and administration site conditions|Chills|Chills|||10008531|Chills|Chills||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|General disorders and administration site conditions|Fatigue|Fatigue|||10016256|Fatigue|Fatigue||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|General disorders and administration site conditions|Fever|Fever|||10016558|Fever|Fever||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Abdominal infection|Abdominal infection|||10056519|Abdominal infection|Abdominal infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Anorectal infection|Anorectal infection|||10061640|Anorectal infection|Anorectal infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Appendicitis|Appendicitis|||10003011|Appendicitis|Appendicitis||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Appendicitis perforated|Appendicitis perforated|||10003012|Appendicitis perforated|Appendicitis perforated||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Arteritis infective|Arteritis infective|||10065744|Arteritis infective|Arteritis infective||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Biliary tract infection|Biliary tract infection|||10061695|Biliary tract infection|Biliary tract infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Bladder infection|Bladder infection|||10005047|Bladder infection|Bladder infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Bone infection|Bone infection|||10061017|Bone infection|Bone infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Breast infection|Breast infection|||10006259|Breast infection|Breast infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Bronchial infection|Bronchial infection|||10055078|Bronchial infection|Bronchial infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Catheter related infection|Catheter related infection|||10007810|Catheter related infection|Catheter related infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Cecal infection|Cecal infection|||10065761|Cecal infection|Cecal infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Cervicitis infection|Cervicitis infection|||10008330|Cervicitis infection|Cervicitis infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Conjunctivitis infective|Conjunctivitis infective|||10010742|Conjunctivitis infective|Conjunctivitis infective||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Corneal infection|Corneal infection|||10061788|Corneal infection|Corneal infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Cranial nerve infection|Cranial nerve infection|||10065765|Cranial nerve infection|Cranial nerve infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Device related infection|Device related infection|||10064687|Device related infection|Device related infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Duodenal infection|Duodenal infection|||10065752|Duodenal infection|Duodenal infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Encephalitis infection|Encephalitis infection|||10014594|Encephalitis infection|Encephalitis infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Encephalomyelitis infection|Encephalomyelitis infection|||10014621|Encephalomyelitis infection|Encephalomyelitis infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Endocarditis infective|Endocarditis infective|||10014678|Endocarditis infective|Endocarditis infective||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Endophthalmitis|Endophthalmitis|||10014801|Endophthalmitis|Endophthalmitis||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Enterocolitis infectious|Enterocolitis infectious|||10058838|Enterocolitis infectious|Enterocolitis infectious||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Esophageal infection|Esophageal infection|||10058804|Esophageal infection|Esophageal infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Eye infection|Eye infection|||10015929|Eye infection|Eye infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Gallbladder infection|Gallbladder infection|||10062632|Gallbladder infection|Gallbladder infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Gum infection|Gum infection|||10018784|Gum infection|Gum infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Hepatic infection|Hepatic infection|||10056522|Hepatic infection|Hepatic infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Hepatitis viral|Hepatitis viral|||10019799|Hepatitis viral|Hepatitis viral||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Infective myositis|Infective myositis|||10021918|Infective myositis|Infective myositis||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Joint infection|Joint infection|||10023216|Joint infection|Joint infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Kidney infection|Kidney infection|||10023424|Kidney infection|Kidney infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Laryngitis|Laryngitis|||10023874|Laryngitis|Laryngitis||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Lip infection|Lip infection|||10065755|Lip infection|Lip infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Lung infection|Lung infection|||10061229|Lung infection|Lung infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Lymph gland infection|Lymph gland infection|||10050823|Lymph gland infection|Lymph gland infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Mediastinal infection|Mediastinal infection|||10057483|Mediastinal infection|Mediastinal infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Meningitis|Meningitis|||10027199|Meningitis|Meningitis||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Mucosal infection|Mucosal infection|||10065764|Mucosal infection|Mucosal infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Nail infection|Nail infection|||10061304|Nail infection|Nail infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Otitis externa|Otitis externa|||10033072|Otitis externa|Otitis externa||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Otitis media|Otitis media|||10033078|Otitis media|Otitis media||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Ovarian infection|Ovarian infection|||10055005|Ovarian infection|Ovarian infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Pancreas infection|Pancreas infection|||10051741|Pancreas infection|Pancreas infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Papulopustular rash|Papulopustular rash|||10069138|Papulopustular rash|Papulopustular rash||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Paronychia|Paronychia|||10034016|Paronychia|Paronychia||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Pelvic infection|Pelvic infection|||10058674|Pelvic infection|Pelvic infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Penile infection|Penile infection|||10061912|Penile infection|Penile infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Periorbital infection|Periorbital infection|||10051472|Periorbital infection|Periorbital infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Peripheral nerve infection|Peripheral nerve infection|||10065766|Peripheral nerve infection|Peripheral nerve infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Peritoneal infection|Peritoneal infection|||10057262|Peritoneal infection|Peritoneal infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Pharyngitis|Pharyngitis|||10034835|Pharyngitis|Pharyngitis||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Phlebitis infective|Phlebitis infective|||10056627|Phlebitis infective|Phlebitis infective||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Pleural infection|Pleural infection|||10061351|Pleural infection|Pleural infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Prostate infection|Prostate infection|||10050662|Prostate infection|Prostate infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Rash pustular|Rash pustular|||10037888|Rash pustular|Rash pustular||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Rhinitis infective|Rhinitis infective|||10059827|Rhinitis infective|Rhinitis infective||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Salivary gland infection|Salivary gland infection|||10039413|Salivary gland infection|Salivary gland infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Scrotal infection|Scrotal infection|||10062156|Scrotal infection|Scrotal infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Sepsis|Sepsis|||10040047|Sepsis|Sepsis||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Sinusitis|Sinusitis|||10040753|Sinusitis|Sinusitis||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Skin infection|Skin infection|||10040872|Skin infection|Skin infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Small intestine infection|Small intestine infection|||10065771|Small intestine infection|Small intestine infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Soft tissue infection|Soft tissue infection|||10062255|Soft tissue infection|Soft tissue infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Splenic infection|Splenic infection|||10062112|Splenic infection|Splenic infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Stoma site infection|Stoma site infection|||10064505|Stoma site infection|Stoma site infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Tooth infection|Tooth infection|||10048762|Tooth infection|Tooth infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Tracheitis|Tracheitis|||10044302|Tracheitis|Tracheitis||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Upper respiratory infection|Upper respiratory infection|||10046300|Upper respiratory infection|Upper respiratory infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Urethral infection|Urethral infection|||10052298|Urethral infection|Urethral infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Urinary tract infection|Urinary tract infection|||10046571|Urinary tract infection|Urinary tract infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Uterine infection|Uterine infection|||10062233|Uterine infection|Uterine infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Vaginal infection|Vaginal infection|||10046914|Vaginal infection|Vaginal infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Vulval infection|Vulval infection|||10065772|Vulval infection|Vulval infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Infections and infestations|Wound infection|Wound infection|||10048038|Wound infection|Wound infection||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Investigations|Lymphocyte count decreased|Lymphocyte count decreased|||10025256|Lymphocyte count decreased|Lymphocyte count decreased||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Investigations|Neutrophil count decreased|Neutrophil count decreased|||10029366|Neutrophil count decreased|Neutrophil count decreased||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Investigations|Platelet count decreased|Platelet count decreased|||10035528|Platelet count decreased|Platelet count decreased||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Investigations|Weight loss|Weight loss|||10047900|Weight loss|Weight loss||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Investigations|White blood cell decreased|White blood cell decreased|||10049182|White blood cell decreased|White blood cell decreased||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Metabolism and nutrition disorders|Anorexia|Anorexia|||10002646|Anorexia|Anorexia||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Musculoskeletal and connective tissue disorders|Myalgia|Myalgia|||10028411|Myalgia|Myalgia||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Psychiatric disorders|Insomnia|Insomnia|||10022437|Insomnia|Insomnia||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|"Respiratory, thoracic and mediastinal disorders"|Cough|Cough|||10011224|Cough|Cough||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|"Respiratory, thoracic and mediastinal disorders"|Dyspnea|Dyspnea|||10013963|Dyspnea|Dyspnea||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Skin and subcutaneous tissue disorders|Hyperhidrosis|Hyperhidrosis|||10020642|Hyperhidrosis|Hyperhidrosis||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Skin and subcutaneous tissue disorders|Pruritus|Pruritus|||10037087|Pruritus|Pruritus||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Skin and subcutaneous tissue disorders|Rash maculo-papular|Rash maculo-papular|||10037868|Rash maculo-papular|Rash maculo-papular||No|
|703813|"CC-5013 (lenalidomide, Revlimid)"|4|Vascular disorders|Thromboembolic event|Thromboembolic event|||10043565|Thromboembolic event|Thromboembolic event||No|
|683864|"CCI-779 (temsirolimus, Torisel)"|4|Blood and lymphatic system disorders|Anemia|Anemia|||10002272|Anemia|Anemia||No|
|683864|"CCI-779 (temsirolimus, Torisel)"|4|Blood and lymphatic system disorders|Febrile neutropenia|Febrile neutropenia|||10016288|Febrile neutropenia|Febrile neutropenia||No|
|683864|"CCI-779 (temsirolimus, Torisel)"|4|Endocrine disorders|"Endocrine disorders - Other, specify"|"Endocrine disorders - Other, specify"||Decreased testosterone|10014698|"Endocrine disorders - Other, specify"|"Endocrine disorders - Other, specify"||No|
|683864|"CCI-779 (temsirolimus, Torisel)"|4|Gastrointestinal disorders|Abdominal distension|Abdominal distension|||10000060|Abdominal distension|Abdominal distension||No|
|683864|"CCI-779 (temsirolimus, Torisel)"|4|Gastrointestinal disorders|Abdominal pain|Abdominal pain|||10000081|Abdominal pain|Abdominal pain||No|
|683864|"CCI-779 (temsirolimus, Torisel)"|4|Gastrointestinal disorders|Anal mucositis|Anal mucositis|||10065721|Anal mucositis|Anal mucositis||No|
|683864|"CCI-779 (temsirolimus, Torisel)"|4|Gastrointestinal disorders|Colonic perforation|Colonic perforation|||10010001|Colonic perforation|Colonic perforation||No|
|683864|"CCI-779 (temsirolimus, Torisel)"|4|Gastrointestinal disorders|Constipation|Constipation|||10010774|Constipation|Constipation||No|
|683864|"CCI-779 (temsirolimus, Torisel)"|4|Gastrointestinal disorders|Diarrhea|Diarrhea|||10012727|Diarrhea|Diarrhea||No|
|683864|"CCI-779 (temsirolimus, Torisel)"|4|Gastrointestinal disorders|Duodenal perforation|Duodenal perforation|||10013832|Duodenal perforation|Duodenal perforation||No|
|683864|"CCI-779 (temsirolimus, Torisel)"|4|Gastrointestinal disorders|Esophageal perforation|Esophageal perforation|||10055472|Esophageal perforation|Esophageal perforation||No|
|683864|"CCI-779 (temsirolimus, Torisel)"|4|Gastrointestinal disorders|Gastric perforation|Gastric perforation|||10017815|Gastric perforation|Gastric perforation||No|
|683864|"CCI-779 (temsirolimus, Torisel)"|4|Gastrointestinal disorders|Ileal perforation|Ileal perforation|||10021305|Ileal perforation|Ileal perforation||No|
|683864|"CCI-779 (temsirolimus, Torisel)"|4|Gastrointestinal disorders|Jejunal perforation|Jejunal perforation|||10023174|Jejunal perforation|Jejunal perforation||No|
|683864|"CCI-779 (temsirolimus, Torisel)"|4|Gastrointestinal disorders|Mucositis oral|Mucositis oral|||10028130|Mucositis oral|Mucositis oral||No|
|683864|"CCI-779 (temsirolimus, Torisel)"|4|Gastrointestinal disorders|Nausea|Nausea|||10028813|Nausea|Nausea||No|
